route_id,stop_id,arrival_time,delay,timestamp
25B,1001,1704110661,230,1704110661
25B,1001,1704110917,166,1704110917
25B,1001,1704111170,85,1704111170
25B,1001,1704111478,-112,1704111478
25B,1001,1704111775,19,1704111775
25B,1001,1704112127,230,1704112127
25B,1001,1704112439,263,1704112439
25B,1001,1704112731,290,1704112731
25B,1001,1704113051,295,1704113051
25B,1001,1704113369,-31,1704113369
25B,1001,1704113661,1,1704113661
25B,1001,1704113981,99,1704113981
25B,1001,1704114321,43,1704114321
25B,1001,1704114634,217,1704114634
25B,1001,1704114900,150,1704114900
25B,1001,1704115208,161,1704115208
25B,1001,1704115561,274,1704115561
25B,1001,1704115857,-60,1704115857
25B,1001,1704116177,-34,1704116177
25B,1001,1704116453,-7,1704116453
25B,1001,1704116700,-41,1704116700
25B,1001,1704116962,-18,1704116962
25B,1001,1704117238,-106,1704117238
25B,1001,1704117576,267,1704117576
25B,1001,1704117915,257,1704117915
25B,1001,1704118234,119,1704118234
25B,1001,1704118485,189,1704118485
25B,1001,1704118731,125,1704118731
25B,1001,1704119078,4,1704119078
25B,1001,1704119395,218,1704119395
25B,1001,1704119731,122,1704119731
25B,1001,1704120085,263,1704120085
25B,1001,1704120348,187,1704120348
25B,1001,1704120651,43,1704120651
25B,1001,1704120904,283,1704120904
25B,1001,1704121219,237,1704121219
25B,1001,1704121459,-73,1704121459
25B,1001,1704121760,-105,1704121760
25B,1001,1704122119,12,1704122119
25B,1001,1704122406,-23,1704122406
25B,1001,1704122658,241,1704122658
25B,1001,1704123011,19,1704123011
25B,1001,1704123332,221,1704123332
25B,1001,1704123629,114,1704123629
25B,1001,1704123970,19,1704123970
25B,1001,1704124303,50,1704124303
25B,1001,1704124563,44,1704124563
25B,1001,1704124858,29,1704124858
25B,1001,1704125201,-57,1704125201
25B,1001,1704125476,21,1704125476
25B,1001,1704125787,31,1704125787
25B,1001,1704126056,139,1704126056
25B,1001,1704126312,-80,1704126312
25B,1001,1704126592,149,1704126592
25B,1001,1704126891,-98,1704126891
25B,1001,1704127150,-92,1704127150
25B,1001,1704127453,124,1704127453
25B,1001,1704127699,-96,1704127699
25B,1001,1704127954,224,1704127954
25B,1001,1704128222,84,1704128222
25B,1001,1704128544,269,1704128544
25B,1001,1704128785,-85,1704128785
25B,1001,1704129080,194,1704129080
25B,1001,1704129328,36,1704129328
25B,1001,1704129587,78,1704129587
25B,1001,1704129843,-28,1704129843
25B,1001,1704130097,82,1704130097
25B,1001,1704130362,90,1704130362
25B,1001,1704130692,22,1704130692
25B,1001,1704130999,-11,1704130999
25B,1001,1704131349,216,1704131349
25B,1001,1704131689,188,1704131689
25B,1001,1704132010,141,1704132010
25B,1001,1704132362,110,1704132362
25B,1001,1704132677,156,1704132677
25B,1001,1704132924,130,1704132924
25B,1001,1704133253,180,1704133253
25B,1001,1704133507,74,1704133507
25B,1001,1704133845,-120,1704133845
25B,1001,1704134100,15,1704134100
25B,1001,1704134420,88,1704134420
25B,1001,1704134776,249,1704134776
25B,1001,1704135058,-31,1704135058
25B,1001,1704135308,241,1704135308
25B,1001,1704135596,163,1704135596
25B,1001,1704135951,247,1704135951
25B,1001,1704136265,167,1704136265
25B,1001,1704136573,225,1704136573
25B,1001,1704136871,107,1704136871
25B,1001,1704137154,243,1704137154
25B,1001,1704137411,-9,1704137411
25B,1001,1704137700,180,1704137700
25B,1001,1704138038,-29,1704138038
25B,1001,1704138343,25,1704138343
25B,1001,1704138655,105,1704138655
25B,1001,1704138943,80,1704138943
25B,1001,1704139272,61,1704139272
25B,1001,1704139562,171,1704139562
25B,1001,1704139904,280,1704139904
25B,1001,1704140258,-1,1704140258
25B,1001,1704140519,295,1704140519
25B,1001,1704140859,-17,1704140859
25B,1001,1704141188,210,1704141188
25B,1001,1704141499,-26,1704141499
25B,1001,1704141787,297,1704141787
25B,1001,1704142129,247,1704142129
25B,1001,1704142483,-107,1704142483
25B,1001,1704142759,178,1704142759
25B,1001,1704143076,251,1704143076
25B,1001,1704143384,93,1704143384
25B,1001,1704143690,280,1704143690
25B,1001,1704143976,-85,1704143976
25B,1001,1704144317,116,1704144317
25B,1001,1704144589,27,1704144589
25B,1001,1704144902,8,1704144902
25B,1001,1704145186,-79,1704145186
25B,1001,1704145517,161,1704145517
25B,1001,1704145834,68,1704145834
25B,1001,1704146153,185,1704146153
25B,1001,1704146481,108,1704146481
25B,1001,1704146810,-64,1704146810
25B,1001,1704147104,270,1704147104
25B,1001,1704147411,50,1704147411
25B,1001,1704147664,127,1704147664
25B,1001,1704148022,221,1704148022
25B,1001,1704148380,-4,1704148380
25B,1001,1704148696,136,1704148696
25B,1001,1704148995,-115,1704148995
25B,1001,1704149352,-54,1704149352
25B,1001,1704149704,-45,1704149704
25B,1001,1704149983,88,1704149983
25B,1001,1704150287,206,1704150287
25B,1001,1704150555,-34,1704150555
25B,1001,1704150809,47,1704150809
25B,1001,1704151106,298,1704151106
25B,1001,1704151438,201,1704151438
25B,1001,1704151732,195,1704151732
25B,1001,1704152047,236,1704152047
25B,1001,1704152379,96,1704152379
25B,1001,1704152656,19,1704152656
25B,1001,1704153009,4,1704153009
25B,1001,1704153358,-94,1704153358
25B,1001,1704153714,81,1704153714
25B,1001,1704154002,14,1704154002
25B,1001,1704154361,188,1704154361
25B,1001,1704154718,122,1704154718
25B,1001,1704154981,154,1704154981
25B,1001,1704155290,252,1704155290
25B,1001,1704155564,-49,1704155564
25B,1001,1704155867,168,1704155867
25B,1001,1704156118,176,1704156118
25B,1001,1704156421,-69,1704156421
25B,1001,1704156708,186,1704156708
25B,1001,1704157013,73,1704157013
25B,1001,1704157330,-69,1704157330
25B,1001,1704157684,-119,1704157684
25B,1001,1704157958,187,1704157958
25B,1001,1704158254,258,1704158254
25B,1001,1704158601,126,1704158601
25B,1001,1704158942,145,1704158942
25B,1001,1704159211,120,1704159211
25B,1001,1704159453,249,1704159453
25B,1001,1704159806,76,1704159806
25B,1001,1704160145,-114,1704160145
25B,1001,1704160483,-34,1704160483
25B,1001,1704160837,-69,1704160837
25B,1001,1704161134,111,1704161134
25B,1001,1704161491,195,1704161491
25B,1001,1704161750,193,1704161750
25B,1001,1704161999,235,1704161999
25B,1001,1704162358,259,1704162358
25B,1001,1704162613,53,1704162613
25B,1001,1704162865,292,1704162865
25B,1001,1704163208,287,1704163208
25B,1001,1704163552,275,1704163552
25B,1001,1704163814,254,1704163814
25B,1001,1704164146,64,1704164146
25B,1001,1704164397,-33,1704164397
25B,1001,1704164659,202,1704164659
25B,1001,1704164971,-89,1704164971
25B,1001,1704165323,274,1704165323
25B,1001,1704165649,266,1704165649
25B,1001,1704165946,10,1704165946
25B,1001,1704166298,-24,1704166298
25B,1001,1704166609,-105,1704166609
25B,1001,1704166897,194,1704166897
25B,1001,1704167154,20,1704167154
25B,1001,1704167466,233,1704167466
25B,1001,1704167735,87,1704167735
25B,1001,1704167993,29,1704167993
25B,1001,1704168264,-2,1704168264
25B,1001,1704168588,171,1704168588
25B,1001,1704168870,251,1704168870
25B,1001,1704169117,294,1704169117
25B,1001,1704169454,180,1704169454
25B,1001,1704169736,45,1704169736
25B,1001,1704170008,146,1704170008
25B,1001,1704170339,222,1704170339
25B,1001,1704170633,-65,1704170633
25B,1001,1704170955,197,1704170955
25B,1001,1704171195,36,1704171195
25B,1001,1704171447,91,1704171447
25B,1001,1704171766,213,1704171766
25B,1001,1704172056,-52,1704172056
25B,1001,1704172354,249,1704172354
25B,1001,1704172615,155,1704172615
25B,1001,1704172962,298,1704172962
25B,1001,1704173243,72,1704173243
25B,1001,1704173524,129,1704173524
25B,1001,1704173799,285,1704173799
25B,1001,1704174093,56,1704174093
25B,1001,1704174340,48,1704174340
25B,1001,1704174590,265,1704174590
25B,1001,1704174901,26,1704174901
25B,1001,1704175259,-33,1704175259
25B,1001,1704175551,106,1704175551
25B,1001,1704175822,261,1704175822
25B,1001,1704176068,153,1704176068
25B,1001,1704176399,247,1704176399
25B,1001,1704176751,171,1704176751
25B,1001,1704177051,27,1704177051
25B,1001,1704177332,277,1704177332
25B,1001,1704177677,258,1704177677
25B,1001,1704177927,54,1704177927
25B,1001,1704178233,-104,1704178233
25B,1001,1704178577,222,1704178577
25B,1001,1704178906,274,1704178906
25B,1001,1704179171,-96,1704179171
25B,1001,1704179433,-25,1704179433
25B,1001,1704179782,102,1704179782
25B,1001,1704180034,271,1704180034
25B,1001,1704180305,48,1704180305
25B,1001,1704180620,78,1704180620
25B,1001,1704180930,173,1704180930
25B,1001,1704181201,207,1704181201
25B,1001,1704181483,266,1704181483
25B,1001,1704181739,87,1704181739
25B,1001,1704181982,135,1704181982
25B,1001,1704182242,145,1704182242
25B,1001,1704182557,-56,1704182557
25B,1001,1704182852,299,1704182852
25B,1001,1704183178,-83,1704183178
25B,1001,1704183430,69,1704183430
25B,1001,1704183739,-64,1704183739
25B,1001,1704184085,-4,1704184085
25B,1001,1704184353,-67,1704184353
25B,1001,1704184669,147,1704184669
25B,1001,1704184944,113,1704184944
25B,1001,1704185235,-89,1704185235
25B,1001,1704185567,233,1704185567
25B,1001,1704185819,156,1704185819
25B,1001,1704186063,98,1704186063
25B,1001,1704186418,-1,1704186418
25B,1001,1704186739,-89,1704186739
25B,1001,1704187068,164,1704187068
25B,1001,1704187367,234,1704187367
25B,1001,1704187665,43,1704187665
25B,1001,1704187922,78,1704187922
25B,1001,1704188180,-115,1704188180
25B,1001,1704188478,275,1704188478
25B,1001,1704188816,175,1704188816
25B,1001,1704189151,172,1704189151
25B,1001,1704189407,149,1704189407
25B,1001,1704189665,5,1704189665
25B,1001,1704189995,12,1704189995
25B,1001,1704190272,-83,1704190272
25B,1001,1704190594,126,1704190594
25B,1001,1704190934,-41,1704190934
25B,1001,1704191290,108,1704191290
25B,1001,1704191633,103,1704191633
25B,1001,1704191932,237,1704191932
25B,1001,1704192231,47,1704192231
25B,1001,1704192512,-4,1704192512
25B,1001,1704192820,126,1704192820
25B,1001,1704193141,-87,1704193141
25B,1001,1704193421,157,1704193421
25B,1001,1704193725,171,1704193725
25B,1001,1704194051,119,1704194051
25B,1001,1704194337,-118,1704194337
25B,1001,1704194628,112,1704194628
25B,1001,1704194897,28,1704194897
25B,1001,1704195149,57,1704195149
25B,1001,1704195483,28,1704195483
25B,1001,1704195828,55,1704195828
25B,1001,1704196139,79,1704196139
25B,1001,1704196379,193,1704196379
25B,1001,1704196659,292,1704196659
25B,1001,1704196912,-91,1704196912
25B,1001,1704197191,-4,1704197191
25B,1001,1704197540,179,1704197540
25B,1001,1704197837,-69,1704197837
25B,1001,1704198081,94,1704198081
25B,1001,1704198349,164,1704198349
25B,1001,1704198677,77,1704198677
25B,1001,1704198923,-42,1704198923
25B,1001,1704199173,176,1704199173
25B,1001,1704199431,2,1704199431
25B,1001,1704199671,-49,1704199671
25B,1001,1704199960,143,1704199960
25B,1001,1704200285,29,1704200285
25B,1001,1704200561,277,1704200561
25B,1001,1704200817,-39,1704200817
25B,1001,1704201066,250,1704201066
25B,1001,1704201417,298,1704201417
25B,1001,1704201756,-6,1704201756
25B,1001,1704202105,227,1704202105
25B,1001,1704202445,152,1704202445
25B,1001,1704202718,-110,1704202718
25B,1001,1704203054,139,1704203054
25B,1001,1704203388,-46,1704203388
25B,1001,1704203696,101,1704203696
25B,1001,1704203997,170,1704203997
25B,1001,1704204258,201,1704204258
25B,1001,1704204590,50,1704204590
25B,1001,1704204866,159,1704204866
25B,1001,1704205121,-88,1704205121
25B,1001,1704205429,170,1704205429
25B,1001,1704205683,144,1704205683
25B,1001,1704206002,260,1704206002
25B,1001,1704206314,-99,1704206314
25B,1001,1704206652,18,1704206652
25B,1001,1704206895,291,1704206895
25B,1001,1704207220,-117,1704207220
25B,1001,1704207490,100,1704207490
25B,1001,1704207826,229,1704207826
25B,1001,1704208161,212,1704208161
25B,1001,1704208476,-98,1704208476
25B,1001,1704208810,-63,1704208810
25B,1001,1704209111,81,1704209111
25B,1001,1704209377,292,1704209377
25B,1001,1704209668,125,1704209668
25B,1001,1704210015,242,1704210015
25B,1001,1704210279,-82,1704210279
25B,1001,1704210567,272,1704210567
25B,1001,1704210837,-88,1704210837
25B,1001,1704211119,-20,1704211119
25B,1001,1704211438,57,1704211438
25B,1001,1704211714,-70,1704211714
25B,1001,1704212066,31,1704212066
25B,1001,1704212384,42,1704212384
25B,1001,1704212699,120,1704212699
25B,1001,1704213028,179,1704213028
25B,1001,1704213294,-15,1704213294
25B,1001,1704213642,293,1704213642
25B,1001,1704213980,193,1704213980
25B,1001,1704214288,172,1704214288
25B,1001,1704214638,52,1704214638
25B,1001,1704214923,-62,1704214923
25B,1001,1704215237,-117,1704215237
25B,1001,1704215513,-69,1704215513
25B,1001,1704215755,-120,1704215755
25B,1001,1704216021,14,1704216021
25B,1001,1704216314,216,1704216314
25B,1001,1704216665,214,1704216665
25B,1001,1704217004,78,1704217004
25B,1001,1704217287,99,1704217287
25B,1001,1704217597,-79,1704217597
25B,1001,1704217868,211,1704217868
25B,1001,1704218217,-15,1704218217
25B,1001,1704218520,205,1704218520
25B,1001,1704218763,282,1704218763
25B,1001,1704219084,191,1704219084
25B,1001,1704219383,-13,1704219383
25B,1001,1704219643,8,1704219643
25B,1001,1704219955,232,1704219955
25B,1001,1704220288,74,1704220288
25B,1001,1704220573,139,1704220573
25B,1001,1704220831,277,1704220831
25B,1001,1704221140,56,1704221140
25B,1001,1704221411,133,1704221411
25B,1001,1704221708,13,1704221708
25B,1001,1704221973,-28,1704221973
25B,1001,1704222252,220,1704222252
25B,1001,1704222549,239,1704222549
25B,1001,1704222799,-7,1704222799
25B,1001,1704223084,253,1704223084
25B,1001,1704223367,-28,1704223367
25B,1001,1704223625,156,1704223625
25B,1001,1704223865,235,1704223865
25B,1001,1704224165,282,1704224165
25B,1001,1704224519,204,1704224519
25B,1001,1704224845,69,1704224845
25B,1001,1704225105,-26,1704225105
25B,1001,1704225405,-18,1704225405
25B,1001,1704225754,71,1704225754
25B,1001,1704226105,240,1704226105
25B,1001,1704226413,202,1704226413
25B,1001,1704226653,174,1704226653
25B,1001,1704226978,124,1704226978
25B,1001,1704227276,-35,1704227276
25B,1001,1704227551,126,1704227551
25B,1001,1704227803,-111,1704227803
25B,1001,1704228126,137,1704228126
25B,1001,1704228482,131,1704228482
25B,1001,1704228727,104,1704228727
25B,1001,1704229066,0,1704229066
25B,1001,1704229366,288,1704229366
25B,1001,1704229721,274,1704229721
25B,1001,1704229977,70,1704229977
25B,1001,1704230272,-44,1704230272
25B,1001,1704230594,24,1704230594
25B,1001,1704230879,26,1704230879
25B,1001,1704231226,174,1704231226
25B,1001,1704231479,109,1704231479
25B,1001,1704231737,222,1704231737
25B,1001,1704232053,153,1704232053
25B,1001,1704232408,-93,1704232408
25B,1001,1704232744,291,1704232744
25B,1001,1704233066,-110,1704233066
25B,1001,1704233318,-115,1704233318
25B,1001,1704233677,230,1704233677
25B,1001,1704233926,-71,1704233926
25B,1001,1704234252,4,1704234252
25B,1001,1704234553,36,1704234553
25B,1001,1704234831,-4,1704234831
25B,1001,1704235085,127,1704235085
25B,1001,1704235421,167,1704235421
25B,1001,1704235777,7,1704235777
25B,1001,1704236054,37,1704236054
25B,1001,1704236361,266,1704236361
25B,1001,1704236680,-52,1704236680
25B,1001,1704237014,95,1704237014
25B,1001,1704237294,-34,1704237294
25B,1001,1704237556,-53,1704237556
25B,1001,1704237850,108,1704237850
25B,1001,1704238196,111,1704238196
25B,1001,1704238511,211,1704238511
25B,1001,1704238790,130,1704238790
25B,1001,1704239067,234,1704239067
25B,1001,1704239318,203,1704239318
25B,1001,1704239677,181,1704239677
25B,1001,1704239972,-26,1704239972
25B,1001,1704240244,-20,1704240244
25B,1001,1704240594,271,1704240594
25B,1001,1704240952,148,1704240952
25B,1001,1704241283,-98,1704241283
25B,1001,1704241638,217,1704241638
25B,1001,1704241916,52,1704241916
25B,1001,1704242221,177,1704242221
25B,1001,1704242502,-71,1704242502
25B,1001,1704242853,129,1704242853
25B,1001,1704243096,253,1704243096
25B,1001,1704243385,5,1704243385
25B,1001,1704243662,196,1704243662
25B,1001,1704243991,126,1704243991
25B,1001,1704244317,279,1704244317
25B,1001,1704244643,116,1704244643
25B,1001,1704244945,-91,1704244945
25B,1001,1704245275,16,1704245275
25B,1001,1704245530,-43,1704245530
25B,1001,1704245830,-3,1704245830
25B,1001,1704246144,-108,1704246144
25B,1001,1704246482,214,1704246482
25B,1001,1704246779,-20,1704246779
25B,1001,1704247068,-42,1704247068
25B,1001,1704247380,-66,1704247380
25B,1001,1704247641,13,1704247641
25B,1001,1704247899,133,1704247899
25B,1001,1704248189,-100,1704248189
25B,1001,1704248478,-67,1704248478
25B,1001,1704248795,-80,1704248795
25B,1001,1704249119,272,1704249119
25B,1001,1704249451,32,1704249451
25B,1001,1704249738,-60,1704249738
25B,1001,1704249986,-50,1704249986
25B,1001,1704250247,164,1704250247
25B,1001,1704250532,199,1704250532
25B,1001,1704250774,261,1704250774
25B,1001,1704251068,233,1704251068
25B,1001,1704251381,-41,1704251381
25B,1001,1704251630,-30,1704251630
25B,1001,1704251937,138,1704251937
25B,1001,1704252289,218,1704252289
25B,1001,1704252561,258,1704252561
25B,1001,1704252888,-101,1704252888
25B,1001,1704253173,202,1704253173
25B,1001,1704253510,264,1704253510
25B,1001,1704253804,-85,1704253804
25B,1001,1704254109,-76,1704254109
25B,1001,1704254377,-42,1704254377
25B,1001,1704254735,-6,1704254735
25B,1001,1704255035,187,1704255035
25B,1001,1704255336,-64,1704255336
25B,1001,1704255652,147,1704255652
25B,1001,1704255943,175,1704255943
25B,1001,1704256193,9,1704256193
25B,1001,1704256454,-8,1704256454
25B,1001,1704256761,-51,1704256761
25B,1001,1704257084,98,1704257084
25B,1001,1704257346,253,1704257346
25B,1001,1704257655,226,1704257655
25B,1001,1704258001,261,1704258001
25B,1001,1704258255,127,1704258255
25B,1001,1704258583,-24,1704258583
25B,1001,1704258921,-49,1704258921
25B,1001,1704259252,-92,1704259252
25B,1001,1704259566,55,1704259566
25B,1001,1704259915,126,1704259915
25B,1001,1704260201,-97,1704260201
25B,1001,1704260482,30,1704260482
25B,1001,1704260747,81,1704260747
25B,1001,1704261031,257,1704261031
25B,1001,1704261295,21,1704261295
25B,1001,1704261558,250,1704261558
25B,1001,1704261847,234,1704261847
25B,1001,1704262118,-88,1704262118
25B,1001,1704262388,-84,1704262388
25B,1001,1704262688,-95,1704262688
25B,1001,1704263031,-120,1704263031
25B,1001,1704263334,296,1704263334
25B,1001,1704263690,133,1704263690
25B,1001,1704263968,144,1704263968
25B,1001,1704264241,-92,1704264241
25B,1001,1704264560,-82,1704264560
25B,1001,1704264827,168,1704264827
25B,1001,1704265084,181,1704265084
25B,1001,1704265337,46,1704265337
25B,1001,1704265604,119,1704265604
25B,1001,1704265908,-82,1704265908
25B,1001,1704266254,36,1704266254
25B,1001,1704266590,36,1704266590
25B,1001,1704266906,218,1704266906
25B,1001,1704267228,-49,1704267228
25B,1001,1704267547,30,1704267547
25B,1001,1704267897,216,1704267897
25B,1001,1704268183,-53,1704268183
25B,1001,1704268468,144,1704268468
25B,1001,1704268798,-11,1704268798
25B,1001,1704269096,188,1704269096
25B,1001,1704269433,-50,1704269433
25B,1001,1704269703,118,1704269703
25B,1001,1704269966,60,1704269966
25B,1001,1704270271,-108,1704270271
25B,1001,1704270613,-11,1704270613
25B,1001,1704270863,198,1704270863
25B,1001,1704271146,35,1704271146
25B,1001,1704271459,185,1704271459
25B,1001,1704271707,282,1704271707
25B,1001,1704271986,-9,1704271986
25B,1001,1704272269,143,1704272269
25B,1001,1704272623,26,1704272623
25B,1001,1704272909,49,1704272909
25B,1001,1704273184,-112,1704273184
25B,1001,1704273472,181,1704273472
25B,1001,1704273765,0,1704273765
25B,1001,1704274022,218,1704274022
25B,1001,1704274293,-26,1704274293
25B,1001,1704274594,200,1704274594
25B,1001,1704274920,113,1704274920
25B,1001,1704275242,292,1704275242
25B,1001,1704275570,21,1704275570
25B,1001,1704275927,267,1704275927
25B,1001,1704276245,39,1704276245
25B,1001,1704276553,167,1704276553
25B,1001,1704276844,200,1704276844
25B,1001,1704277141,292,1704277141
25B,1001,1704277384,277,1704277384
25B,1001,1704277712,295,1704277712
25B,1001,1704278036,105,1704278036
25B,1001,1704278368,103,1704278368
25B,1001,1704278708,137,1704278708
25B,1001,1704279035,155,1704279035
25B,1001,1704279361,110,1704279361
25B,1001,1704279658,-47,1704279658
25B,1001,1704279917,156,1704279917
25B,1001,1704280227,42,1704280227
25B,1001,1704280572,-23,1704280572
25B,1001,1704280870,-76,1704280870
25B,1001,1704281177,-94,1704281177
25B,1001,1704281446,-1,1704281446
25B,1001,1704281781,207,1704281781
25B,1001,1704282030,209,1704282030
25B,1001,1704282373,212,1704282373
25B,1001,1704282723,187,1704282723
25B,1001,1704282963,297,1704282963
25B,1001,1704283317,-53,1704283317
25B,1001,1704283672,84,1704283672
25B,1001,1704284020,72,1704284020
25B,1001,1704284353,35,1704284353
25B,1001,1704284637,33,1704284637
25B,1001,1704284919,-76,1704284919
25B,1001,1704285231,-117,1704285231
25B,1001,1704285554,-118,1704285554
25B,1001,1704285827,57,1704285827
25B,1001,1704286142,-57,1704286142
25B,1001,1704286495,37,1704286495
25B,1001,1704286768,72,1704286768
25B,1001,1704287069,44,1704287069
25B,1001,1704287337,-103,1704287337
25B,1001,1704287654,12,1704287654
25B,1001,1704287972,-77,1704287972
25B,1001,1704288216,-59,1704288216
25B,1001,1704288514,188,1704288514
25B,1001,1704288783,236,1704288783
25B,1001,1704289046,176,1704289046
25B,1001,1704289368,83,1704289368
25B,1001,1704289638,208,1704289638
25B,1001,1704289880,208,1704289880
25B,1001,1704290158,201,1704290158
25B,1001,1704290471,-31,1704290471
25B,1001,1704290814,264,1704290814
25B,1001,1704291171,4,1704291171
25B,1001,1704291423,190,1704291423
25B,1001,1704291740,30,1704291740
25B,1001,1704292001,-113,1704292001
25B,1001,1704292291,83,1704292291
25B,1001,1704292625,-105,1704292625
25B,1001,1704292885,160,1704292885
25B,1001,1704293170,76,1704293170
25B,1001,1704293450,207,1704293450
25B,1001,1704293741,188,1704293741
25B,1001,1704293991,16,1704293991
25B,1001,1704294254,41,1704294254
25B,1001,1704294503,228,1704294503
25B,1001,1704294826,129,1704294826
25B,1001,1704295112,-11,1704295112
25B,1001,1704295451,-72,1704295451
25B,1001,1704295773,109,1704295773
25B,1001,1704296059,178,1704296059
25B,1001,1704296342,204,1704296342
25B,1001,1704296685,231,1704296685
25B,1001,1704296967,180,1704296967
25B,1001,1704297242,-37,1704297242
25B,1001,1704297483,-103,1704297483
25B,1001,1704297804,-91,1704297804
25B,1001,1704298072,-12,1704298072
25B,1001,1704298394,-97,1704298394
25B,1001,1704298714,143,1704298714
25B,1001,1704299024,166,1704299024
25B,1001,1704299292,282,1704299292
25B,1001,1704299546,-42,1704299546
25B,1001,1704299790,280,1704299790
25B,1001,1704300054,95,1704300054
25B,1001,1704300306,231,1704300306
25B,1001,1704300604,210,1704300604
25B,1001,1704300850,-23,1704300850
25B,1001,1704301091,123,1704301091
25B,1001,1704301359,13,1704301359
25B,1001,1704301690,13,1704301690
25B,1001,1704302014,58,1704302014
25B,1001,1704302291,248,1704302291
25B,1001,1704302598,8,1704302598
25B,1001,1704302882,220,1704302882
25B,1001,1704303133,68,1704303133
25B,1001,1704303439,66,1704303439
25B,1001,1704303797,132,1704303797
25B,1001,1704304045,24,1704304045
25B,1001,1704304365,82,1704304365
25B,1001,1704304633,123,1704304633
25B,1001,1704304948,47,1704304948
25B,1001,1704305220,-118,1704305220
25B,1001,1704305489,251,1704305489
25B,1001,1704305798,22,1704305798
25B,1001,1704306085,267,1704306085
25B,1001,1704306388,-88,1704306388
25B,1001,1704306673,116,1704306673
25B,1001,1704307029,202,1704307029
25B,1001,1704307321,-36,1704307321
25B,1001,1704307574,254,1704307574
25B,1001,1704307854,-4,1704307854
25B,1001,1704308122,279,1704308122
25B,1001,1704308473,123,1704308473
25B,1001,1704308727,-35,1704308727
25B,1001,1704309058,-56,1704309058
25B,1001,1704309320,185,1704309320
25B,1001,1704309671,135,1704309671
25B,1001,1704310022,218,1704310022
25B,1001,1704310359,-63,1704310359
25B,1001,1704310668,-114,1704310668
25B,1001,1704311024,152,1704311024
25B,1001,1704311303,244,1704311303
25B,1001,1704311563,174,1704311563
25B,1001,1704311803,248,1704311803
25B,1001,1704312117,-22,1704312117
25B,1001,1704312468,243,1704312468
25B,1001,1704312795,64,1704312795
25B,1001,1704313083,-93,1704313083
25B,1001,1704313392,210,1704313392
25B,1001,1704313721,-57,1704313721
25B,1001,1704314061,109,1704314061
25B,1001,1704314377,-70,1704314377
25B,1001,1704314708,-80,1704314708
25B,1001,1704314973,106,1704314973
25B,1001,1704315295,254,1704315295
25B,1001,1704315636,298,1704315636
25B,1001,1704315991,-1,1704315991
25B,1001,1704316253,-24,1704316253
25B,1001,1704316572,-19,1704316572
25B,1001,1704316909,278,1704316909
25B,1001,1704317178,187,1704317178
25B,1001,1704317537,257,1704317537
25B,1001,1704317807,101,1704317807
25B,1001,1704318162,216,1704318162
